Gene,Count
NM_001145809,3
NM_024729,3
NM_001376868,1
NM_012401,1
NM_001376866,1
NM_001376879,1
NM_001376886,1
NM_001376885,1
NM_001376867,1
NM_001376869,1
NM_001376873,1
NM_001376882,1
NM_001376877,1
NM_001376875,1
NM_001376874,1
NM_001376864,1
NM_001376881,1
NM_001376878,1
NM_001376872,1
NM_001376876,1
NM_001376870,1
NM_001376880,1
NM_001376871,1
NM_001376884,1
NM_001376883,1
NM_001378744,3
NM_001378753,3
NM_015247,3
NM_001378743,3
NM_001042355,3
NM_001378751,3
NM_001378749,3
NM_001378745,3
NM_001378754,3
NM_001378752,3
NM_001378746,3
NM_001042412,3
NM_001378747,3
NR_166071,3
NM_001378755,3
NM_001378750,3
NM_001378748,3
NM_022088,2
NM_018197,2
NM_199426,2
NM_003221,1
NM_001170808,3
NM_001352304,3
NM_001352324,3
NM_001170804,3
NM_001352316,3
NM_001352305,3
NM_001352317,3
NM_001330415,3
NM_001352309,3
NM_001352323,3
NM_001352321,3
NM_001352311,3
NM_199188,3
NM_199190,3
NM_001352308,3
NM_001352315,3
NM_001352322,3
NM_001170803,3
NM_001352319,3
NM_001352306,3
NM_001352320,3
NM_001352312,3
NM_052879,3
NM_001352307,3
NM_001352310,3
NM_001352326,2
NM_001352325,2
NM_001352318,3
NM_001352313,3
NM_001352314,3
NM_001367064,3
NM_004196,3
NM_001367065,3
NM_203494,2
NM_001242898,4
NM_001351643,4
NM_001351644,4
NM_001351645,4
NM_001242900,4
NM_001242899,4
NM_001351641,4
NM_001351642,4
NM_001351647,4
NM_001351646,4
NM_014678,4
NM_001365836,4
NM_001351648,4
NM_001287813,10
NM_001321775,10
NR_135795,10
NM_001287814,10
NM_018967,10
NR_135797,10
NR_135796,10
NR_135794,10
NM_001321773,10
NM_001321777,10
NM_001321776,10
NR_135798,10
NM_020984,3
NM_020986,3
NM_020985,3
NM_020549,3
NM_001142933,3
NM_001142929,3
NM_001142934,3
NM_001282236,2
NR_110912,1
NM_004977,1
NM_001372305,1
NR_149152,5
NM_001301212,5
NM_017672,5
NR_149153,5
NR_149154,5
NR_110382,2
NM_007051,5
NM_173602,4
NM_006575,3
NM_198794,3
NM_001369882,1
NM_001253845,1
NM_001347823,1
NM_001347826,1
NM_001143996,1
NM_001347822,1
NM_001143997,1
NM_001347820,1
NM_018245,1
NM_001347821,1
NR_144684,1
NR_144685,1
NR_144682,1
NR_144686,1
NM_001347824,1
NM_001347825,1
NR_144683,1
NM_001347819,1
NR_146899,2
NM_004533,1
NM_152299,1
NM_001185011,1
NM_138411,1
NM_001308429,1
NM_001287436,2
NM_015198,2
NM_001346442,2
NM_001346441,2
NM_001346443,2
NM_001321778,4
NM_001324381,2
NR_136753,2
NR_136752,2
NR_136756,2
NM_001303489,2
NR_130169,2
NM_001303487,2
NM_001303486,2
NR_130168,2
NR_136754,2
NM_003631,2
NR_136755,2
NM_021818,1
NR_110798,1
NR_135237,25
NM_001346444,1
NM_001287438,1
NR_160518,1
NR_160519,1
NR_029388,1
NM_182559,1
NM_020921,1
NM_182946,1
NM_016350,1
NM_182944,1
NM_007347,1
NM_001252127,1
NM_001290118,2
NR_110767,2
NR_158654,4
NR_158661,4
NR_158657,4
NR_158656,4
NR_158658,4
NR_158660,4
NR_158659,4
NR_158652,2
NM_001290117,2
NM_001365871,2
NR_158651,2
NR_146310,2
NM_013286,1
NM_001144832,4
NM_001297663,4
NM_001297664,4
NM_001080494,4
NM_001297665,4
NM_001297662,4
NM_138694,9
NM_170724,9
NM_001365867,2
NM_001077665,2
NM_007210,4
NM_001174116,9
NM_001378459,9
NM_015263,9
NR_165649,9
NM_001378460,9
NM_001378458,9
NM_001378457,9
NM_001174117,9
NR_165648,9
NM_001378461,9
NM_001378463,9
NM_001378464,9
NM_001378462,9
NM_001385466,2
NR_169627,2
NR_169626,2
NM_001385465,2
NR_102324,2
NM_001308437,2
NM_001385467,2
NM_173635,2
NM_173485,13
NR_145423,2
NM_001981,6
NM_001159969,4
NM_001291398,5
NM_001330102,5
NM_001005751,5
NM_001258401,5
NM_001267615,4
NM_001039960,5
NM_001258402,4
NR_047672,2
NM_001258403,4
NM_001242312,4
NM_145019,4
NR_038358,2
NM_001351621,4
NR_147257,4
NM_001101372,2
NM_001193421,9
NM_001163922,2
NM_173529,1
NM_001288982,1
NM_001288981,1
NM_001370309,1
NM_001288980,1
NR_110234,1
NR_126530,1
NM_001193623,1
NM_005485,1
NM_001370239,1
NM_001370240,1
NM_001003931,1
NM_001143974,2
NM_019893,2
NM_001039937,2
NM_001306091,2
NM_012141,2
NM_001042481,4
NR_051990,2
NM_001165257,2
NM_013243,2
NM_001363885,1
NM_033010,1
NM_020418,1
NM_001174100,1
NM_033008,1
NM_014191,3
NM_001369788,3
NM_001330260,3
NM_001177984,3
NM_001278392,1
NM_147156,6
NM_001142885,2
NM_014548,2
NM_024586,1
NM_148908,1
NR_036662,1
NM_001350209,1
NM_148909,1
NM_148906,1
NM_001350208,1
NR_027331,1
NM_181501,1
NM_015946,1
NR_034159,1
NM_002525,2
NM_001242361,2
NM_001101662,2
NM_007284,1
NM_133367,1
NM_144651,12
NM_052950,2
NM_001005738,1
NM_001462,1
NM_001144951,1
NR_026700,1
NR_026699,1
NR_026702,1
NR_026701,1
NM_145262,1
NM_002203,3
NR_073106,3
NR_073104,3
NR_073105,3
NR_073103,3
NR_073107,3
NM_018100,3
NR_033327,3
NM_001172420,3
NM_002748,3
NM_002030,1
NR_163433,3
NM_001377533,2
NM_001377930,2
NR_165333,2
NM_001377931,2
NR_165330,2
NM_001377933,2
NR_165332,2
NM_024705,2
NM_001270424,2
NM_001377932,2
NM_001031719,2
NM_001377929,2
NM_001243773,3
NM_001243774,3
NM_053064,3
NM_004302,1
NM_020328,1
NM_020327,1
NM_002867,2
NM_015512,1
NM_176806,1
NM_004531,1
NM_012288,2
NM_001351006,1
NM_001351005,1
NM_001351003,1
NM_001375327,4
NR_110733,1
NM_023074,1
NM_004656,1
NM_001202233,1
NM_001202234,1
NM_031290,1
NM_001346075,1
NM_016194,1
NM_006578,1
NM_001379343,1
NM_024840,1
NM_001031721,1
NM_015913,1
NM_007184,1
NM_001276293,1
NM_001276294,1
NM_001369216,1
NR_120439,1
NR_120440,1
NM_007361,1
NR_102751,1
NM_018728,3
NM_001146188,3
NM_001080430,3
NM_022908,2
NM_001134231,2
NM_001243182,2
NM_001330578,2
NM_001005918,2
NM_001330579,2
NM_000053,2
NM_004163,1
NM_001198820,1
NM_001198818,1
NM_138933,1
NM_001198819,1
NM_138932,1
NM_014576,1
NM_001370130,1
NM_001370131,1
NM_001081492,1
NM_182507,1
NM_001369829,1
NM_001352299,1
NM_003657,4
NM_001316361,4
NM_001366297,4
NM_001366296,4
NM_001366298,4
NM_001366295,4
NM_001323347,3
NM_007324,3
NM_004799,3
NM_181042,3
NM_018313,3
NM_001366073,3
NM_001366074,3
NM_001366075,3
NM_001366076,3
NM_001366070,3
NM_001350078,3
NM_001350075,3
NM_001366071,3
NM_001366072,3
NM_001350079,3
NM_001350076,3
NM_001350074,3
NM_001350077,3
NR_146088,1
NM_001365552,3
NM_199289,3
NM_000259,3
NM_001142495,3
NM_001382348,3
NM_001382347,3
NM_001382349,3
NM_145740,1
NM_001319059,1
NM_001102657,1
NM_001320198,1
NM_002281,1
NM_001009881,3
NM_015269,3
NM_001198974,1
NM_198563,1
NR_134473,2
NM_002495,2
NR_134475,2
NM_001318051,2
NR_134474,2
NM_014920,1
NM_016513,1
NM_001375402,1
NM_001375399,1
NM_001375401,1
NM_001375400,1
NM_001375397,1
NR_164684,1
NM_001375398,1
NM_001098512,31
NM_006258,31
NM_001374782,26
NM_000424,1
NR_120400,1
NM_001160047,3
NM_020784,3
NM_001385013,3
NM_001385021,3
NM_001385019,3
NM_001385014,3
NR_169538,2
NM_001385022,2
NM_001385016,2
NR_169544,2
NR_169536,2
NM_001385015,2
NR_169547,2
NM_001385017,2
NR_104457,2
NR_169545,2
NR_169549,2
NR_169542,2
NM_019600,2
NM_001385023,2
NM_001385018,2
NR_169543,2
NM_001286495,1
NR_169551,1
NM_001385020,1
NR_169552,1
NM_001243226,9
NM_001369567,9
NM_001243228,9
NM_001369584,9
NM_001369582,9
NM_001369571,9
NM_001369586,9
NM_001369577,9
NM_001369576,9
NM_001243227,9
NM_001369568,9
NM_001369569,9
NM_001369572,9
NM_001369573,9
NM_003199,9
NM_001369583,9
NM_001369585,9
NM_001369570,9
NM_001330604,9
NM_001369579,9
NM_001083962,9
NM_001369578,9
NM_001369575,9
NM_001369574,9
NM_001369580,9
NM_001348218,9
NM_001348219,9
NM_001369581,9
NM_001348211,6
NM_001243231,6
NM_001243233,5
NM_001348213,5
NM_001348212,5
NM_001330605,3
NM_001348214,3
NM_001243235,3
NM_001243234,3
NM_001348215,3
NM_001348216,2
NM_001243236,2
NM_001243230,9
NM_001348220,9
NM_001348217,9
NM_001306207,9
NM_001306208,3
NM_001243232,3
NM_032423,1
NM_016329,4
NR_123728,1
NM_001297608,1
NM_001346102,1
NM_145263,1
NR_144359,1
NM_001346103,1
NM_033481,1
NM_033480,1
NM_012347,1
NM_018676,2
NM_199263,2
NR_169533,2
NR_169541,1
NR_169537,1
NR_169534,1
NR_169540,1
NR_169539,1
NR_169546,1
NR_169548,1
NR_169550,1
NR_169535,1
NM_001099694,2
NM_001366182,2
NM_001146226,1
NM_080747,1
NM_001146225,1
NM_001321175,1
NM_001321174,1
NM_001321176,1
NM_001321173,1
NM_005486,1
NM_001242494,1
NM_001242495,1
NM_001242492,1
NM_001242497,1
NM_014138,1
NM_001242493,1
NM_001242490,1
NM_001242489,1
NM_001242496,1
NM_001321181,1
NM_001321186,1
NM_001321183,1
NM_001377062,1
NM_001377061,1
NM_001321179,1
NM_001242491,1
NM_001377063,1
NM_001377060,1
NM_001321187,1
NM_001321178,1
NM_001321182,1
NM_001321188,1
NM_001321180,1
NM_001099684,1
NM_015696,1
NR_147167,3
NR_147168,3
NM_001352877,6
NM_001352838,6
NM_001352862,6
NM_001352830,6
NM_001352837,6
NM_001352828,6
NM_001352870,6
NM_001352872,6
NM_001352836,6
NM_001352863,6
NM_001352829,6
NM_001352832,6
NM_001352833,6
NM_001352834,6
NM_001352835,6
NM_014682,6
NM_001352826,6
NM_001352858,6
NM_001352861,6
NM_001352871,6
NM_001352831,6
NM_001352876,6
NM_001352827,6
NM_001352847,3
NM_001352859,3
NM_001352864,3
NM_001352867,3
NM_001352866,3
NM_001352865,3
NM_001352845,3
NM_001352873,3
NM_001352874,3
NM_001352841,3
NM_001352839,3
NM_001352846,3
NM_001352850,3
NM_001352849,3
NM_001352860,3
NM_001352848,3
NM_001352840,3
NM_001352844,3
NM_001352843,3
NM_001352842,3
NM_001352878,3
NM_001352875,3
NM_001352855,3
NM_001352851,3
NM_001352854,3
NM_001352852,3
NM_001352853,3
NM_001352868,3
NM_001352869,3
NM_001352857,3
NM_001352856,3
NM_006121,1
NR_002793,3
NR_148417,3
NM_001099652,3
NM_001353361,3
NM_004498,2
NR_073510,1
NR_136518,2
NM_178509,6
NR_147075,1
NM_018260,1
NM_001172655,1
NM_018969,2
NM_175078,1
NM_025134,4
NM_001308319,4
NR_168119,1
NR_168114,1
NR_168120,1
NR_168116,1
NR_168109,1
NR_168111,1
NR_168117,1
NR_168112,1
NR_168123,1
NR_168108,1
NM_177959,4
NM_018431,4
NM_001294161,1
NM_019087,7
NM_001242830,3
NM_001242828,3
NM_001301856,3
NM_021814,3
NM_001242831,3
NR_148195,3
NM_001352881,3
NM_001011724,3
NM_001011725,3
NR_158967,3
NM_001366414,3
NM_002806,3
NM_001352127,3
NM_001382353,3
NM_001277947,3
NM_001277946,3
NM_001348019,3
NM_001277945,3
NM_001348018,3
NM_001277948,3
NM_001348015,3
NM_001277949,3
NM_001348017,3
NM_024646,1
NM_002979,1
NM_001193600,1
NM_001193617,1
NM_001193599,1
NM_022832,1
NM_001286768,1
NM_001286767,1
NM_001134223,1
NM_207413,1
NM_032840,1
NM_001323610,1
NM_001323608,1
NM_001323609,1
NM_005611,1
NM_001323611,1
NM_012329,1
NM_153703,1
NM_001199081,1
NM_001199080,1
NM_001128839,16
NM_001128840,16
NM_000720,16
NM_001083617,3
NM_014781,3
NM_030637,3
NM_001160147,3
NM_001160148,3
NR_110755,3
NM_001191055,1
NR_109858,2
NM_001287597,2
NM_006671,2
NM_001287595,2
NM_001244705,1
NM_015989,1
NM_031407,6
NM_001287596,1
NR_145129,1
NR_145130,1
NR_024031,1
NM_001004304,1
NM_001322130,1
NM_001322129,1
NM_001322132,1
NM_001322133,1
NM_001322134,1
NM_001322135,1
NM_198893,1
NM_001322131,1
NM_001322128,1
NM_001102603,1
NM_001322137,1
NM_001322138,1
NM_001322139,1
NM_033288,1
NM_001322136,1
NM_001322126,1
NM_001322125,1
NR_126379,4
NM_001352149,2
NM_001330759,2
NM_001136038,2
NM_001352151,2
NM_001352150,2
NM_018355,2
NM_001352136,2
NM_001352148,2
NM_001352137,2
NM_001330766,2
NM_001352147,2
NM_001352138,2
NM_001352146,2
NM_001352141,2
NM_001352142,2
NM_001352139,2
NM_001352134,2
NM_001352140,2
NM_001352144,2
NM_001164309,2
NM_001352133,2
NM_001352132,2
NM_001352130,2
NM_001352143,2
NM_001352131,2
NM_001352135,2
NR_040106,1
NM_018214,9
NM_015272,4
NM_001330538,4
NM_001127897,4
NM_001308334,4
NM_032584,1
NM_001172675,1
NM_001172674,1
NM_033300,8
NM_004631,8
NM_001018054,8
NM_017522,8
NM_015665,2
NM_001173466,2
NR_125788,2
NR_148972,10
NR_146510,5
NR_146511,5
NR_038371,8
NM_001300837,1
NM_001173467,1
NM_152860,1
NM_001328422,1
NM_152540,19
NM_001363891,16
NM_001363903,16
NM_001363894,16
NM_001363988,16
NM_001363899,16
NM_001363900,16
NM_001363898,16
NM_001363905,16
NM_001363896,16
NM_001363897,16
NR_156761,16
NM_001363901,16
NM_001080432,16
NR_040025,7
NR_040026,7
NM_001385611,2
NM_182609,2
NM_001385608,2
NM_001385612,2
NM_001317998,2
NM_001385609,2
NM_001385613,2
NM_001385618,2
NM_001385617,2
NM_001385616,2
NM_001385614,2
NR_169728,2
NM_001385610,2
NM_001385615,2
NM_001251825,3
NM_138473,3
NM_003109,3
NR_131923,2
NR_125842,2
NM_001099640,2
NM_018286,2
NM_016115,4
NM_001201965,4
NM_145863,4
NM_001164165,5
NM_022899,1
NM_138569,8
NM_001281746,5
NM_001374781,5
NM_001366560,4
NR_159377,4
NM_001366559,4
NR_073163,4
NM_006856,4
NM_001366555,4
NM_001366561,4
NM_001130060,4
NM_001366558,4
NM_001366556,4
NR_102334,5
NM_182758,5
NR_146721,2
NM_001350495,1
NM_001350496,3
NM_001040185,1
NM_033067,1
NM_001206682,2
NM_001206683,2
NM_001366562,2
NM_001366563,2
NR_003148,1
NM_001289951,1
NM_001008401,1
NR_110551,1
NM_147193,8
NM_001367484,8
NM_001346127,1
NM_001008708,1
NR_104658,2
NR_104659,1
NM_001281747,5
NM_001004301,1
NM_001184896,2
NM_015107,2
NM_001184897,2
NM_001184898,2
NM_001127397,1
NM_001127398,1
NM_015701,1
NM_001317120,1
NM_018555,1
NR_110064,1
NM_014614,6
NM_001143682,2
NM_020898,2
NR_026554,2
NM_001300788,5
NM_017848,5
NM_001282904,1
NM_001318497,1
NM_000912,1
NR_104332,1
NM_018398,21
NM_014464,2
NM_001320587,5
NM_001320586,5
NR_120641,1
NR_135075,3
NM_018982,3
NR_036640,3
NR_036639,3
NM_001320589,4
NM_138448,4
NM_001320590,3
NM_001126328,3
NM_032622,3
NR_155748,4
NM_001329919,9
NM_001080534,9
NM_001370326,4
NM_001365758,4
NM_153228,4
NM_015285,7
NM_052834,7
NM_001382487,7
NM_001382485,7
NM_001002838,3
NM_020922,3
NM_001320588,3
NR_046827,1
NM_152623,1
NM_001170402,1
NM_001145734,1
NR_026655,1
NM_031895,1
NM_001346792,1
NM_001346790,1
NM_001346789,1
NM_001346791,1
NM_058163,1
NM_015360,3
NM_182546,1
NM_001301009,1
NR_133927,1
NR_038994,1
NM_012117,2
NM_001127321,2
NM_001127322,2
NM_015629,1
NM_001353354,1
NM_001353353,1
NM_001031672,1
NM_213619,3
NM_015941,3
NM_213620,3
NM_014516,1
NM_001330602,1
NM_016491,1
NM_001146083,1
NM_001146056,1
NM_024298,1
NM_001146082,1
NM_145716,2
NM_018070,2
NM_001009955,2
NM_003128,2
NR_103485,2
NM_176895,2
NM_003711,2
NM_001010872,2
NR_073424,1
NM_001271735,1
NM_001271736,1
NM_001271734,1
NM_016057,1
NR_048536,1
NR_152602,1
NR_135493,1
NR_135496,1
NM_001320960,1
NR_135494,1
NM_006864,1
NR_135495,1
NM_001081450,1
NM_178313,1
NM_001286675,1
NM_170587,1
NM_001286673,1
NM_001286674,1
NM_003702,1
NR_104579,1
NR_104578,1
NR_120487,1
NR_120486,1
NM_002205,1
NM_198510,1
NM_001039753,12
NM_001304389,6
NM_020678,1
NM_001349382,6
NM_001349384,6
NM_001349385,6
NM_001349383,6
NR_146165,6
NM_001282429,6
NM_001258287,5
NR_047649,5
NM_001258286,5
NM_173514,6
NM_001288768,2
NM_000924,2
NM_001288769,2
NM_004124,1
NR_110453,1
NR_034105,1
NM_001308963,1
NR_110454,1
NR_034106,1
NM_198434,1
NM_198437,1
NM_198433,1
NM_001323304,1
NM_001323305,1
NM_001323303,1
NM_003600,1
NM_198436,1
NM_198435,1
NM_001271183,1
NR_073149,1
NR_073148,1
NM_016157,1
NM_001039705,1
NM_001271184,1
NM_177556,1
NM_177557,1
NM_001526,10
NM_001279356,5
NM_001279358,5
NM_001279357,5
NM_001279359,5
NM_006330,5
NM_001279360,5
NM_001165975,1
NM_001315535,1
NM_001315534,1
NM_005082,4
NM_001375639,1
NM_001375641,1
NM_001375638,1
NM_052925,1
NM_001375640,1
NM_198988,1
NM_001301782,1
NM_001033521,1
NM_001324,1
NM_001033522,1
NM_001271804,5
NR_073450,5
NM_002625,5
NM_001271805,5
NM_006568,4
NM_145057,1
NM_001164116,1
NM_001164114,1
NM_001164115,1
NM_020356,1
NM_015547,3
NM_147161,2
NM_001142549,3
NM_001166533,3
NM_024415,3
NM_001384272,5
NM_014175,1
NM_015589,7
NM_001161576,7
NM_021626,3
NR_104096,1
NR_026716,1
NR_104095,1
NR_136268,1
NR_104097,1
NM_001283037,3
NM_001283035,3
NM_001283036,3
NM_016407,3
NM_001037968,1
NM_001037967,1
NM_000032,1
NM_001166534,2
NM_080615,2
NR_160308,2
NM_176782,1
NR_037641,3
NR_037639,3
NR_037640,3
NR_111931,2
NR_026782,2
NM_001291332,2
NM_001039464,2
NM_006206,2
NM_001347828,2
NM_001347827,2
NM_001347829,2
NM_001347830,2
NM_005228,7
NM_001346941,7
NM_001346898,6
NM_001346897,6
NM_201284,4
NM_201282,4
NM_001346899,7
NM_201283,4
NM_004852,2
NM_006669,2
NM_001291333,1
NM_004623,1
NM_001242638,1
NM_001242637,1
NM_139017,1
NM_001297572,1
NM_001297570,1
NM_001242636,1
NM_001242639,1
NM_001346900,5
NM_003488,1
NM_001242903,1
NM_001370423,1
NM_001370424,1
NM_001242902,1
NM_001370425,1
NM_001370426,1
NM_001370427,1
NM_001321904,11
NM_001321859,4
NM_001321860,4
NM_153828,4
NM_020532,4
NM_207520,4
NR_135829,4
NM_001321861,4
NM_207521,4
NR_135830,4
NM_001321862,4
NM_001321863,3
NM_007008,1
NR_147142,1
NR_147160,1
NM_207410,3
NM_000140,1
NM_001012515,1
NM_001371095,1
NM_001371094,1
NM_001374778,1
NM_001114108,2
NM_017904,2
NR_120480,5
NM_001364277,5
NM_002184,5
NM_001364278,5
NR_157112,5
NM_175767,5
NM_001364275,5
NM_001364276,5
NM_001190981,5
NM_001364279,5
NM_015868,2
NM_001110533,3
NM_152607,3
NM_004539,2
NM_001368251,2
NM_014218,2
NM_001303613,1
NM_001171252,1
NM_001017931,1
NM_014762,3
NM_001287741,8
NR_109869,8
NM_019036,8
NM_001287746,8
NM_001287753,8
NM_001042406,8
NM_001024024,5
NM_001024071,5
NM_000161,5
NM_001024070,5
NM_001322250,19
NR_164148,2
NM_001374385,10
NM_005603,10
NM_001374386,10
NM_001322168,2
NM_013289,2
NM_001136030,4
NR_147062,4
NM_001351149,4
NR_147063,4
NM_001098815,3
NR_147064,3
NM_001261844,3
NR_147072,3
NR_147067,3
NR_147066,3
NM_014796,3
NR_147068,3
NR_147070,3
NR_147073,3
NM_001351153,3
NM_001351154,3
NM_001351151,3
NR_147069,3
NR_147065,3
NR_147071,3
NM_001351148,3
NM_001351152,3
NM_001351150,3
NM_001351155,3
NM_138962,17
NM_001322251,15
NM_170721,15
NM_001281971,3
NM_001281972,3
NM_012314,3
NR_135679,3
NR_109867,3
NM_006737,1
NM_001242867,1
NM_001135598,3
NM_001353784,3
NR_148542,3
NM_001353787,3
NM_001353781,3
NR_148540,3
NR_148543,3
NM_152385,3
NM_001353782,3
NM_001353780,3
NR_148538,3
NR_148541,3
NM_001353786,3
NM_001353779,3
NM_001353785,3
NR_148539,3
NM_001353783,3
NM_024669,7
NM_007086,4
NM_001008396,4
NM_182532,1
NM_018697,2
NM_206828,1
NM_139176,1
NM_001127255,1
NM_057176,1
NM_002453,1
NM_001321004,1
NM_001321005,1
NM_001321003,1
NM_001321001,1
NM_001321002,1
NM_001005369,1
NR_147198,1
NM_003392,3
NM_001377271,3
NM_001377272,3
NM_001256105,3
NM_001375654,9
NM_199421,3
NM_080867,3
NM_183235,5
NM_183236,5
NM_004580,5
NM_183234,5
NM_001174081,3
NM_001174082,3
NM_001174083,3
NR_145325,3
NM_001348003,3
NM_017852,3
NM_015306,4
NM_001365480,3
NM_001254943,3
NM_001135597,3
NM_018084,3
NM_001385292,2
NM_001093772,2
NM_001385290,2
NM_001385288,2
NM_001385286,2
NM_001385285,2
NM_000222,2
NM_001385284,2
NM_001321249,3
NM_001321250,3
NM_001321248,2
NM_001284284,2
NM_001321242,2
NM_001321251,2
NM_030796,3
NM_001321246,3
NM_001321247,3
NM_001321244,3
NM_001321243,3
NM_001284282,2
NM_001284283,2
NM_006269,1
NM_001302508,1
NM_004530,1
NM_001302510,1
NM_001302509,1
NM_001127891,1
NM_001256017,1
NM_001083899,1
NM_016363,1
NM_015576,26
NR_132749,26
NM_017839,1
NM_138412,1
NR_027382,1
NM_001145971,1
NR_027381,1
NM_001329756,2
NM_001329754,2
NM_021073,2
NM_001354429,26
NM_001354420,26
NM_001142771,26
NM_001384140,26
NM_001142772,26
NM_001354411,26
NM_001142769,26
NM_001142770,26
NM_001354404,43
NM_001142767,26
NM_001142765,26
NM_001142763,26
NM_001142766,26
NM_001142773,26
NM_033056,26
NM_001142764,26
NM_001142768,26
NM_001146015,1
NM_014750,1
NM_004855,1
NR_037923,4
NM_001204451,1
NM_001204450,1
NM_020739,1
NM_004748,1
NR_110807,1
NM_017943,5
NM_152231,5
NM_001033560,3
NM_001033559,3
NM_130810,3
NM_015277,12
NM_001144967,12
NM_001243960,12
NM_001144964,12
NM_014931,2
NM_001719,6
NM_006064,2
NR_148686,2
NR_148687,2
NR_148691,2
NR_148684,2
NR_148683,2
NR_148688,2
NR_148689,2
NR_148690,2
NM_001354011,2
NM_016656,2
NR_148692,2
NR_148685,2
NM_001354013,2
NM_001122964,4
NM_020463,4
NM_001282850,4
NM_001354430,22
NM_001130106,1
NM_012267,1
NM_001297600,1
NR_161255,6
NM_032430,2
NM_001144965,8
NM_001144971,8
NM_001144968,8
NM_001144969,8
NR_104066,1
NR_104071,1
NM_001085488,1
NM_001282011,1
NM_054105,1
NM_014924,3
NM_015617,3
NM_001367806,3
NM_001330326,3
NM_001266,1
NM_001025194,1
NM_001025195,1
NM_033109,2
NM_207366,2
NM_001144970,5
NM_001145402,2
NM_001318752,7
NM_030820,4
NR_134849,4
NR_134851,4
NM_001318751,4
NR_134850,4
NM_001318754,1
NM_001318753,1
NM_173814,3
NM_001190158,3
NM_001144966,3
NM_003610,1
NM_001015885,1
NM_001324105,8
NM_001324104,8
NM_002253,2
NM_182633,2
NM_001366796,2
NM_001271875,2
NM_001292025,2
NM_001136201,2
NM_024710,2
NM_001136202,2
NM_001291780,2
NM_183425,2
NM_017495,2
NM_001370521,1
NM_001370506,1
NM_001370507,1
NM_001370509,1
NM_004577,1
NM_001370514,1
NM_001370513,1
NM_001370520,1
NM_001370512,1
NM_001370511,1
NM_001370519,1
NM_001370518,1
NM_001370522,1
NM_001370517,1
NM_001370504,1
NM_001370503,1
NM_001370505,1
NM_001370516,1
NM_001370515,1
NM_001370510,1
NM_001370508,1
NM_052898,10
NM_001367993,1
NM_001144997,1
NM_002206,1
NM_001144996,1
NM_001367994,1
NM_001374465,1
NR_073128,2
NM_004986,2
NM_001079522,2
NR_073129,2
NM_001079521,2
NM_001271014,2
NM_001269043,1
NM_001269046,1
NM_001269042,1
NM_080618,1
NM_001269040,1
NM_001269041,1
NM_001269049,1
NM_001269054,1
NR_072975,1
NM_001269044,1
NM_001269047,1
NM_001269045,1
NM_001269050,1
NM_001269055,1
NM_001269048,1
NM_001039348,1
NM_001039349,1
NM_005921,1
NM_001146333,1
NM_001042468,1
NM_001042469,1
NM_001366648,1
NM_001130069,1
NM_001042470,1
NM_001366647,1
NM_001366649,1
NM_015411,1
NM_005811,1
NR_026722,1
NR_026723,1
NM_198400,1
NM_001284339,1
NR_104302,1
NM_001284340,1
NM_006154,4
NM_001329212,4
NM_001284338,1
NR_027078,3
NR_126406,3
NM_024592,2
NM_001171990,2
NR_136555,2
NM_152622,2
NM_001297598,2
NM_001297599,2
NM_032364,2
NM_052947,3
NM_001130072,2
NM_176820,2
NM_018475,1
NR_073070,1
NR_134503,4
NM_020988,4
NM_138736,3
NM_000502,1
NM_001145014,1
NM_199171,1
NM_199169,1
NM_199170,1
NM_020182,1
NM_007250,1
NM_001159296,1
NR_136705,1
NM_001324102,1
NR_136704,1
NM_001324100,1
NM_001324099,1
NM_001267843,3
NM_004898,3
NM_001144769,10
NM_001374736,10
NM_001374734,10
NM_001374722,10
NM_001144770,9
NM_001374730,9
NM_183380,9
NM_001374729,9
NM_015548,6
NM_001345,2
NM_001160102,2
NM_006151,2
NR_027647,2
NM_145007,2
NR_169621,2
NM_001385451,2
NR_169622,2
NM_001297743,2
NM_001385453,2
NR_169620,2
NR_147162,1
NM_001252036,1
NM_001252037,1
NM_002868,1
NM_001370561,5
NM_001368073,5
NM_022841,5
NM_001370554,4
NM_001368074,4
NM_004758,1
NM_001261835,1
NM_024418,1
NM_173844,2
NM_006785,2
NM_134444,1
NM_001080433,4
NM_001348515,4
NM_001348514,4
NM_001348512,4
NM_001348513,4
NM_001348516,4
NM_001351089,1
NM_001351091,1
NM_001351090,1
NM_001351092,1
NM_022465,1
NR_135023,1
NM_001144,2
NM_001323512,2
NM_001323511,2
NR_038410,1
NR_038411,1
NR_038412,1
NR_038413,1
NR_038414,1
NR_038415,1
NR_038416,1
NR_038417,1
NR_038418,1
NM_001321057,2
NM_176810,2
NM_152401,1
NM_001305544,2
NM_001305545,2
NM_017763,2
NR_120489,1
NM_001292046,1
NM_001292045,1
NM_006681,1
NM_001203246,2
NM_001331037,2
NM_022913,2
NM_001127235,2
NM_001005915,1
NM_001982,1
NM_007006,1
NM_001317000,1
NM_176811,1
NM_001127236,1
NM_001184796,1
NM_015292,1
NR_165297,1
NM_001377456,1
NR_165294,1
NR_165293,1
NR_165296,1
NM_031885,1
NR_165295,1
NM_001080439,1
NM_018181,1
NM_001318726,1
NR_148459,1
NM_001353533,1
NM_001353526,1
NM_001318727,1
NM_001353525,1
NM_001353530,1
NR_148460,1
NM_001318728,1
NM_001353535,1
